,0,1,euclidean
0,rebecca,career,78.17309919771252
1,rebecca,family,74.69997287676476
2,rebecca,male,73.18756980535561
3,rebecca,female,70.05992863094897
4,michelle,career,77.12130338469528
5,michelle,family,74.90163711667134
6,michelle,male,72.684018373635
7,michelle,female,70.10411970904549
8,emily,career,72.3968109953579
9,emily,family,70.3576639000163
10,emily,male,72.67748662347707
11,emily,female,69.11494038158916
12,julia,career,73.70536563678799
13,julia,family,70.65521059596873
14,julia,male,71.16952279726439
15,julia,female,68.04317574763876
16,anna,career,77.4992927500219
17,anna,family,74.79864812753812
18,anna,male,73.1183819031081
19,anna,female,70.32488135940845
20,ben,career,82.39897361486175
21,ben,family,81.11320730175404
22,ben,male,77.87419610774708
23,ben,female,78.79359133268916
24,paul,career,76.3007963224248
25,paul,family,75.11724896961677
26,paul,male,74.28821585702838
27,paul,female,72.20514078126074
28,daniel,career,76.75578244144288
29,daniel,family,74.56884076644062
30,daniel,male,75.04068757653114
31,daniel,female,72.07152258317494
32,john,career,77.20099454697245
33,john,family,75.93325277541058
34,john,male,75.4441499762989
35,john,female,72.63912841153939
36,jeffrey,career,79.11605016493539
37,jeffrey,family,76.00538266969427
38,jeffrey,male,77.19265954957217
39,jeffrey,female,73.9566421928249
40,career,career,0.0
41,career,family,59.900232768785244
42,career,male,73.02733712091738
43,career,female,64.95616485112114
44,corporation,career,62.97798721529579
45,corporation,family,59.73588728318839
46,corporation,male,67.98348380328177
47,corporation,female,61.008186837838274
48,salary,career,65.097648429654
49,salary,family,67.54651455737763
50,salary,male,75.97787754448618
51,salary,female,69.92213459539295
52,office,career,64.72827995848925
53,office,family,64.69259032889076
54,office,male,71.10580384744607
55,office,female,66.04493047047207
56,professional,career,59.56585090576885
57,professional,family,61.626005735237186
58,professional,male,64.91714326914641
59,professional,female,54.618856989236434
60,management,career,57.625017818922736
61,management,family,60.43075881107453
62,management,male,72.15482714746643
63,management,female,64.7458980180305
64,business,career,55.69625088737948
65,business,family,61.99589172598642
66,business,male,73.53831578302947
67,business,female,65.79779908040233
68,wedding,career,69.21214881272608
69,wedding,family,66.7598682012092
70,wedding,male,76.81256000761877
71,wedding,female,71.93726743483894
72,marriage,career,59.983920634402125
73,marriage,family,59.62270977078381
74,marriage,male,69.09875599016395
75,marriage,female,64.08360168773453
76,parents,career,61.74429339606612
77,parents,family,58.35153895214494
78,parents,male,70.52909030242213
79,parents,female,63.6026845811057
80,relatives,career,63.87724207570032
81,relatives,family,53.45150694617708
82,relatives,male,67.22111660156992
83,relatives,female,59.875058061796544
84,family,career,59.900232768785244
85,family,family,0.0
86,family,male,70.24924410285514
87,family,female,62.29584001171933
88,home,career,70.60723126493947
89,home,family,69.67353324001907
90,home,male,79.52499934384356
91,home,female,73.89595918888983
92,children,career,61.037723088057916
93,children,family,54.68739197349607
94,children,male,65.70158074679912
95,children,female,57.66480323650741
